,ID,Name,Description,Price Per 1000,Min,Max
0,1993,Netflix 1 screen ,user cannot change anything in this account  TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹100.00                                         ,1000,1000
1,1994,Netflix 2 screen ,user cannot change anything in this account    TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹150.00                                         ,1000,1000
2,1995,Netflix 4 screen  (private account) UHD,TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹200.00                                         ,1000,1000
3,1996,Amazon Prime Video,TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹35.00                                         ,1000,1000
4,1997,Hotstar Premium,TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹40.00                                         ,1000,1000
5,1998,Hotstar VIP,TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹40.00                                         ,1000,1000
6,1999,Netflix yearly account (4 screens UHD),TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹1200.00                                         ,1000,1000
7,2000,Amazon Prime Video,TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹200.00                                         ,1000,1000
8,2001,Hotstar Premium,TYPE YOUR WHATSAPP NUMBER IN LINK SECTION  TYPE 1000 IN QUANTITY    AFTER ORDERING WHATSAPP ON 9205129742 ALONG WITH YOUR ORDER ID  YOUR ACCOUNT WILL BE DELIVERED THERE   (NOTE: NO WHATSAPP CALL),                                                                                         ₹100.00                                         ,1000,1000
9,2015,Pubg UC 35 Cash Instant delivery - No Hack,Write Character Id in Link - Instant Delivery - In Quantity Box Write 1000,                                                                                         ₹70.00                                         ,1000,1000
