ID,Site,Product,Price/1000,Min,Max,Active,Real,Bot,No Drip,Drip,Non-drip,No Drop,Drop,Non-drop,Random,Custom,No Refill,Refill,Non-refill,Female,Male,Power,HQ,LQ,No Guarantee,Guarantee,Refund,No refund,Non-refund,Slow,Fast,Instant,Day,Hour,Bundle,Geo,From,Service
635,Instagram,comment,3.5,1000,100000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,🧙‍♂️Rs 268  ✔️ 𝐁𝐥𝐮𝐞 𝐓𝐢𝐜𝐤  𝓥𝓮𝓻𝓲𝓯𝓲𝓮𝓭  🎀  𝒞𝑒𝓁𝑒𝒷𝓇𝒾𝓉𝒾𝑒𝓈  🎀 Instagram Comments - HQ [M268] 
567,IMDB,,281.0,1000,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Unspecified,Unspecified,🧙‍♂️ Rs 20000 ~ IMDb Trending Ranking meter Rank #1-5
575,IMDB,review,212.0,1,10000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Unspecified,Unspecified,🧙‍♂️ Rs 15000 IMDb Reviews and Rating max 10k
568,IMDB,,170.0,1000,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Unspecified,Unspecified,🧙‍♂️ Rs 12000 ~ IMDb Trending Ranking meter Rank #6-10
576,,review,200.0,1,3000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Unspecified,Unspecified,🧙‍♂️ Rs 14 200 Book My Show Reviews and Rating 
583,,vote,140.0,100,100000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 10k Book My Show Trailer Upvotes & Thumbsups
577,Google Business,review,13072.0,5,100,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Unspecified,Unspecified,🧙‍♂️ Rs 10Lakhs  Google business 5 Stars Review + Custom Comments
612,,,6.5,1000,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Unspecified,Unspecified,🧙‍♂️ FreeFire 625 Diamonds
613,,,8.5,1000,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Unspecified,Unspecified,🧙‍♂️ FreeFire 800 Diamonds
614,,,10.0,1000,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Unspecified,Unspecified,🧙‍♂️ FreeFire 1080 Diamonds
549,Instagram,comment,100.0,1,1000,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,🧙‍♂️Rs 7100 VIP Instagram Custom Comments - HQ  [O1]  Always Working/ORGANIC ⚡️⚡️⚡️⚡️
551,Instagram,like,57.0,1,20,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 4047 Instagram  Organic Custom Comments -  HQ  { Reliable] [O2]  Will also Follow and like pics ⚡️⚡️⚡️
495,Facebook,page like,175.0,1000,100000,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,USA,Unspecified,🎗Rs 13 387 Facebook ~ Page Likes ~ USA ~Organic/Non Drop~ Need Advertiser role
494,Facebook,page like,25.0,1000,100000,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,Unspecified,Unspecified,🎗Rs 1912 Facebook ~ Page Likes ~Organic/Non Drop~ Need Advertiser role
609,YouTube,,10.0,1000,4000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,Unspecified,Unspecified,🧙‍♂️Rs 765 Youtube Watch Time booster  1000 Hrs [ Put Video 1hrs+] [w765]
637,YouTube,view,8.0,100,2000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Unspecified,Unspecified,🧙‍♂️Rs 612 Youtube Monetization views  [Source - Facebook ]  [Retention 25 - 30 minutes ]
512,YouTube,view,2.88,1000,100000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 220 Youtube Views  {𝕽𝖊𝖈𝖔𝖒𝖒𝖊𝖓𝖉𝖊𝖉}  [ [10k-30k  Per Day ] [W220] [ 30 days refill ]  27/03/20
402,YouTube,view,3.6,1000,10000000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Unspecified,Unspecified,🧙‍♂️ Rs 275 [ 𝐂𝐥𝐢𝐞𝐧𝐭'𝐬 𝐅𝐚𝐯]I Youtube Views [ 5k-20k per day] [ Max - 1M ]  [ 30 Days Refill ]1-2hrs [r275]20/04/20
522,YouTube,view,2.35,1000,100000000,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 179 Youtube Views  [W179]  [Must be Unrestricted & Open for ALL countries]
553,YouTube,view,1.7,50000,100000000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,💎Rs 130 Youtube Views [10k- 20k Per Day ] [r130] 
55,YouTube,view,2.3,1000,1000000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 176 - Youtube -  Views  (w176)   [20k  - 50k per day ] [ Auto Refill ] ⭐
286,YouTube,view,1.9,1000,100000000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 145  Youtube Views - [ 100-1k/day ] (W145) [SUPER  SLOW]  [15 days Refill Guaranttee ] 23/02/20
86,YouTube,view,0.85,500,10000000,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,Unspecified,Unspecified,★ Rs 62 𝓝𝙚𝔀 Youtube - Views [  NO REFILL/NO REFUND  ] (w5) 
54,YouTube,view,1.6,1000,1000000,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Unspecified,Unspecified,🧙‍♂️ Rs 123  YouTube Views [r123] - 5K-20k/day - 𝐍𝐎𝐍 𝐃𝐑𝐎𝐏  *Read Description 
45,YouTube,view,2.3,50000,1000000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,Rs 171 -YOUTUBE - ADS Words Views [ Non Drop ] [AW171] [ Speed - 100k-300k ] [ Life Time Guaranteed ] [ Start 24-48hrs ]
159,YouTube,view,3.0,1000,100000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,✔️RS 216 - Youtube - AD  Words Views [less than 3 mins] [ Non Drop ]{AW216 ] [ Speed - 500k-1m/day ] [ Life Time Guaranteed ] [ Start 48-72 hrs hrs ]
259,YouTube,view,4.0,5000,100000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,India,Unspecified,► 🇮🇳 Rs 288 - Youtube - INDIAN AD WORDS Views [ Non Drop ]{AW288} ] [ Speed - 100k-300k/day ] [ Life Time Guaranteed ] [ Start24-48hrs ]
603,YouTube,view,4.0,1000,10000000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,✔️RS 288 - Youtube - AD  Words Views  [3 mins above] [ Non Drop ]{AW288 ] [ Speed - 500k-1m/day ] [ Life Time Guaranteed ] [ Start 48-72 hrs hrs ]
453,YouTube,subscriber,22.0,100,1500,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 1683   Youtube Subscribers | 30-100 per day (01683)  30 Days Refill ⭐🔥
582,YouTube,subscriber,34.0,10,1000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 2601   Youtube - Subscribers (o2601)  - Currently Non Drop [Refill 30 days]
237,YouTube,subscriber,35.0,10,1500,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 2677 Best  Youtube Subscribers [30 days Refill Guarantee  [o2677][30- 50 per day]  [💎#1 SERVER] ⚡️⚡️⚡️ 24/07/19
339,YouTube,like,15.0,100,5000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Unspecified,Unspecified,🧙‍♂️  Rs 1147  YouTube likes 𝕭𝖊𝖘𝖙 𝕷𝖊𝖘𝖘 𝕯𝖗𝖔𝖕  [1-24 Hours] [w1147] Max 35K 
203,YouTube,like,28.0,10,1500,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 2142 - Youtube - Likes ( w2142) -  REAL LESS DROP [ Start 1-24hrs ]
534,YouTube,like,9.5,100,10000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 726 Youtube - Likes (R726)  [ 10 Days Refill ] 1-6HRS ~ 30/03/20 ⚡
46,YouTube,like,3.5,50,50000,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Unspecified,Unspecified,🧙‍♂️  Rs 267- Youtube - Likes [ R267 ] [ Max 50k ] No Refill
164,YouTube,like,16.0,5,3000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,►Rs 1152 Youtube - Dislikes [ f1152 ] [ Max 3k ]  15 Days Refill~ 22/09/19
342,YouTube,like,8.0,10,20000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Unspecified,Unspecified,🧙‍♂️ Rs 612 𝓝𝙚𝔀 YouTube  Dislikes [1-12 Hours] [w612] Max 20k  [No Refill ] 
161,YouTube,share,2.6,1000,1000000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 199 Youtube - Share HQ  (o199)[ Fast]
162,YouTube,share,1.5,500,100000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 115  Youtube - Shares(O115)
454,YouTube,comment,34.0,10,100000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unspecified,Unspecified,🧙‍♂️ Rs 2601 [𝕴𝖓𝖉𝖎𝖆𝖓 ]  Youtube Comments - Custom  (h2448)
