,ID,Service,Rateper1000,Minorder,Maxorder,Description
0,1245,Instagram Power Likes {3K} - Real Users,1.74,20,5000,
1,1253,Instagram Real Likes [ Max 1k ],1.10,50,2000,Realless droops200 per hour
2,1246,Instagram likes [ 8k] [ slow],0.44,100,8000,Instant Start500/ hour60-80% with profile photoMixed quality
3,1238,Instagram Likes [2K] [FAST],0.33,10,5000,no refill
4,1233,Instagram Power Likes [ 20k ] [ real active profiles ],2.04,50,20000,Instantfast up to 5000 per hourLifetime non drop guarantee real profiles with many posts and followersreal active users
5,1125,Instagram powerful real likes [20k max ] [ 100% real active ][ Instant ],3.88,50,20000,100% real activenon droopinstantvery fast 5k-10k per day Min 20 max 10K and 20K per post check quality in this post [ https://www.instagram.com/p/B3rKP0HliSx/ ]
6,1254,Instagram Likes 100% Real [Turkey + Asia ],1.10,20,50000,1k-2k/hourturkey- asia targeted
7,1255,Instagram Likes [200] [ARAB - SUPER REAL] [6H - 200/Day],3.36,100,10000,Start Time: Instant - 6H Speed: 300/DayQuality: REAL ARAB Accounts with profile pictures and postsExtra Likes: 0%.
8,1256,Instagram Likes [3K] [BRAZIL - REAL],1.20,100,3000,REAL LIKES!Some VERIFIED accounts will like!SUPER SLOW - 100/Day
9,342,Instagram Auto Likes [10K],0.95,20,10000,"New Posts = For How Many ""Future"" Posts You Want The Auto Like To Run Min = Minimum Quantity Of Likes You Want The Post To Have Max = Maximum Quantity Of Likes You Want The Post To Have Time Delay = How Much Minutes Do You Want To Wait After You Post Before We Send The Likes To Your Post You Will Be Charged Every Time You Post Real Minimum 20"
10,385,Instagram powerful real likes [20k max ] [ 100% real active ][ Instant ],2.04,50,20000,"New Posts = For How Many ""Future"" Posts You Want The Auto Like To Run Min = Minimum Quantity Of Likes You Want The Post To Have Max = Maximum Quantity Of Likes You Want The Post To Have Time Delay = How Much Minutes Do You Want To Wait After You Post Before We Send The Likes To Your Post You Will Be Charged Every Time You Post Real Minimum 20 Maximum 10k"
