,ID,Service,Rateper1000,Minorder,Maxorder,Description
0,1202,Real Facebook Page Likes - No Refill - 500 Max,8.00,100,500,⌛ Start Time: 0-48 hours⚡ Speed per Day: 1 000 Likes✅ No Refill/No Refund🔻 Minimum Order: 100🔼 Maximum Order: 500🔴 LINK EXAMPLE: https://www.facebook.com/unicef/
1,991,Real Facebook Page Likes,14.00,100,5000,⌛ Start Time: 0-6 hours⚡ Speed per Day: 200-300 Likes✅ Refill Time: 30 Days🔻 Minimum Order: 100🔼 Maximum Order: 5 000
2,2317,♛ Instant Real Facebook Page Likes,11.00,500,75000,⌛ Start Time: 0-30 minutes⚡ Speed per Day: 3 000-5 000 Likes✅ Refill Time: 45 Days🔻 Minimum Order: 500🔼 Maximum Order: 75 000
3,1025,♛ Real Facebook Page Likes,11.00,100,100000,⌛ Start Time: 0-1 hour⚡ Speed per Day: 1 000 Likes✅ Refill Time: 30 Days🔻 Minimum Order: 100🔼 Maximum Order: 100 000
4,1347,Real Facebook Page Likes - Lifetime Guaranteed,10.00,5,5000,⌛ Start Time: 0-24 hours⚡ Speed per Day: 500 Likes✅ Lifetime Guaranteed🔻 Minimum Order: 20🔼 Maximum Order: 2 000
5,2487,Facebook Post Likes - 9k Max - No Refill,3.65,50,9000,*Do not use m.facebook links only www.facebook links are accepted thanks!⌛ Start Time: Instant⚡ Speed per Day: 500-1 000✅ No Refill/No Refund🔻 Minimum Order: 50🔼 Maximum Order: 9 000
6,2720,Facebook Post Likes - 10k Max - No Refill,4.00,50,10000,Start Time: InstantSpeed: 10K/ Day Refill: No refill ONLY FOR FACEBOOK PAGES POSTS.
7,9,Facebook Post Likes - 10k Max,4.20,50,10000,⌛ Start Time: Instant⚡ Speed per Day: 5 000✅ 60 Days Refill Guarantee🔻 Minimum Order: 50🔼 Maximum Order: 10 000
8,2396,Facebook Post Likes - 5k Max,5.50,50,5000,*Do not use m.facebook links only www.facebook links are accepted thanks!⌛ Start Time: 0-6 hours⚡ Speed per Day: 500-1 000✅ 30 Days Refill Guarantee🔻 Minimum Order: 100🔼 Maximum Order: 5 000
9,2397,Facebook Post Likes - 5.5k Max - No Refill,2.60,100,5500,*Do not use m.facebook links only www.facebook links are accepted thanks!⌛ Start Time: 0-6 hours⚡ Speed per Day: 500-1 000✅ No Refill/No Refund🔻 Minimum Order: 100🔼 Maximum Order: 5 000
10,1889,Real Facebook Post Likes - 5k Max,13.00,50,5000,⌛ Start Time: 0-24 hours⚡ Speed per Day: 100-500 Likes✅ Lifetime Guaranteed🔻 Minimum Order: 50🔼 Maximum Order: 5 000
