,ID,ServiceName,Price,Min,Max
34,211,Youtube Views [1M] CANADA] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,10000000
35,212,Youtube Views [1M] [BRAZIL] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
36,213,Youtube Views [1M] [EGYPT] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
37,214,Youtube Views [1M] [FRANCE] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
38,215,Youtube Views [1M] [GERMANY] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
39,216,Youtube Views [1M] [ITALY] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
40,217,Youtube Views [1M] [NETHERLANDS] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
41,218,Youtube Views [1M] [PORTUGAL] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
42,219,Youtube Views [1M] [RUSSIA] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
43,220,Youtube Views [1M] [SAUDI ARABIA] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
44,221,Youtube Views [1M] [JAPAN] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
45,222,Youtube Views [1M] [TURKEY] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
46,223,Youtube Views [1M] [UKRAINE] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
47,224,Youtube Views [1M] [TAIWAN] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
48,225,Youtube Views [1M] [SOUTH KOREA] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,10000000
49,226,Youtube Views [1M] [SPAIN] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,10000000
50,227,Youtube Views [1M] [SWEDEN] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
51,228,Youtube Views [1M] [POLAND] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
52,229,Youtube Views [1M] [MEXICO] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
53,230,Youtube Views [1M] [GREECE] [R∞] ⚡?⛔♻⭐ ,                       2.90                      ,1000,1000000
54,231,Youtube Views [50K] [RUSSIA] [R∞] ⚡️?♻⭐,                       6                      ,500,500000
55,86,♛ Youtube - ADS Views [ Non Drop  Worldwide ] [ 100k-500k/day ] Start 0-48HRS,                       4.40                      ,50000,100000000
56,87,Youtube - ADS Views [ No Restrication For Time Limit Of Video ] [ Speed - 100K-500K/day ] Start 6-48hrs,                       6                      ,10000,100000000
57,88,♛ Youtube - TURKEY ADS Views [ Non Drop ] [ 100k-500k/day ] Start 12-48HRS,                       6                      ,25000,100000000
58,89,Youtube - INDIAN ADS Views [ Non Drop ] ] [ Speed - 100k-300k/day ] Start 12-48HRS,                       6                      ,25000,100000000
59,90,Youtube - FRENCH ADS Views [ Non Drop ] ] [ Speed - 100k-300k/day ] Start 12-48HRS,                       6                      ,25000,100000000
60,91,Youtube - LATIN ADS Views [ Non Drop ] [ Speed - 50k-300k ] Start 12-48HRS,                       6                      ,25000,1000000000
61,92,Youtube - RUSSIA ADS Views [ Non Drop ] ] [ Speed - 50k-300k ] Start 12-48HRS,                       6                      ,25000,100000000
62,93,Youtube - UK ADS Views [ Non Drop ] ] [ Speed - 100k-300k ] Start 12-48HRS,                       6                      ,25000,100000000
63,94,Youtube - USA ADS Views [ Non Drop ] ] [ Speed - 100k-300k ] Start 12-48HRS,                       6                      ,25000,1000000000
64,95,Youtube - ARAB ADS Views [ Non Drop ] ] [ Speed - 100k-500k ] Start 12-48HRS,                       6                      ,25000,100000000
65,96,YouTube Pre-Premiere Waiting Views S2 [ Instant ],                       2.40                      ,5000,5000
66,97,Youtube Live Stream Views [ MONETIZABLE ] [ REAL ] INSTANT,                       3.50                      ,5000,5000
67,98,Youtube USA Live Stream Chat Comments [ INSTANT ],                       129.60                      ,10,1500
68,99,♛ Youtube - Custom Comments [ INDIAN ] [ Max - 10k ] [ 2k/day ] Start 12-24HRS,                       160                      ,20,10000
69,100,Youtube - Comments [RANDOM] [300] [USA] [SUPERQUALITY] INSTANT-1hrs,                       70                      ,10,300
70,101,Youtube - Comments [CUSTOM] [300] [USA] [SUPERQUALITY] INSTANT-1hrs,                       96                      ,10,300
71,102,Youtube - Comments [RANDOM] [100] [FEMALE] [USA] INSTANT-1hrs,                       60                      ,10,100
72,103,Youtube - Comments [CUSTOM] [100] [FEMALE] [USA] NSTANT-1hrs,                       90                      ,10,100
73,104,Youtube - Comments [RANDOM] [100] [INDIAN] [SUPERQUALITY] INSTANT-4hrs,                       70                      ,10,100
74,105,Youtube - Comments [CUSTOM] [100] [INDIAN] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
75,106,Youtube - Comments [RANDOM] [100] [BRAZIL] [SUPERQUALITY] INSTANT-4hrs,                       60                      ,10,100
76,107,Youtube - Comments [CUSTOM] [100] [BRAZIL] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
77,108,Youtube - Comments [RANDOM] [100] [JAPAN] [SUPERQUALITY] INSTANT-4hrs,                       60                      ,10,100
78,109,Youtube - Comments [CUSTOM] [100] [JAPAN] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
79,110,Youtube - Comments [CUSTOM] [100] [RUSSIA] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
80,111,Youtube - Comments [RANDOM] [100] [RUSSIA] [SUPERQUALITY] INSTANT-4hrs,                       60                      ,10,100
81,112,Youtube - Comments [CUSTOM] [USA] [5K] INSTANT,                       86                      ,10,1000
82,113,Youtube - Comment Replay [300] [CUSTOM] [USA] INSTANT-4HRS,                       96                      ,10,300
83,114,Youtube - Comment Replay [ Max - 1.5k ] [ HQ ] INSTANT,                       86.40                      ,10,1500
84,115,Youtube - Share S3 [ Superfast ] INSTANT,                       2                      ,50,100000
85,116,Youtube - Share S1 [ Instant ],                       8                      ,50,22000
86,117,Youtube - Share S2 [ Instant ],                       4                      ,50,1000000
87,118,Youtube - Superfast Share [ 20k-30k/day ],                       30                      ,100,150000
88,119,Youtube - Shares (VK referrer),                       2                      ,50,500000
89,120,Youtube - Shares (FB referrer),                       2                      ,50,100000
90,121,Youtube - Shares (TW referrer),                       2                      ,50,100000
91,122,Youtube - Shares (OK referrer),                       2                      ,50,100000
92,123,Youtube - Shares (REDITT referrer),                       2                      ,50,100000
93,124,Youtube - Shares (Whatsapp referrer),                       2                      ,50,100000
94,125,Youtube - Shares (Tumblr referrer),                       2                      ,50,100000
95,126,Youtube - Shares (Google+ referrer),                       2                      ,50,100000
96,127,Youtube - Subscribers ( S5 ) [ Max - 80k [ 30 Days Refill ] INSTANT,                       35.20                      ,5,1500
97,128,Youtube - Subscribers ( S1 ) [ 30 Days Refill  500/day ] [ Start 1-12 hrs ],                       50                      ,100,500000
98,129,Youtube - Subscribers - USA [ Instant ],                       35.20                      ,5,1500
99,130,Youtube - Likes [ S8 ] [ Ultrafast ] [ NO REFILL ] [ Read Description ] [ Max 400k ] SUPER INSTANT,                       8.40                      ,10,400000
100,131,♛ Youtube - Likes [ LESS DROP ] [ 1k-2k/DAY ] [ Start 1-12hrs ],                       40                      ,50,100000
101,132,Youtube - Dislikes [ S8 ] [ Ultrafast ] [ NO REFILL ] [ Read Description ] [ Max 400k ] SUPER INSTANT,                       16                      ,10,400000
102,133,Youtube - Likes [ USA ] [ 50-200/day ] [ Max 1.5k ] INSTANT,                       20.60                      ,5,1500
103,134,Youtube - Dislikes ( S3 ) ( Superfast ) [ 100k/day ] INSTANT,                       30                      ,100,150000
104,135,Youtube - Favorites [ Instant ],                       14                      ,100,50000
105,136,Youtube - Superfast Favorites [ 20k-30k/day ],                       30                      ,100,150000
106,137,Youtube - Comment Likes [ UPVOTES ] INSTANT,                       11                      ,10,100000
107,138,Youtube - USA Comment Likes [ UPVOTES ] INSTANT,                       20.60                      ,5,1500
108,139,Youtube - Comment Likes [ DOWNVOTES ] INSTANT,                       11                      ,10,100000
109,164,▶ [S4] ● Instagram NATURAL Views + Impressions [ SUPERFAST ] SUPER INSTANT,                       0.08                      ,500,2000000
110,161,▶ [S1] ● Instagram Views + Impressions [ SUPERFAST ] SUPER INSTANT,                       0.08                      ,1000,100000
111,159,▶ [SX] ● Instagram Views [ Unlimited ] [ Superfast ] INSTANT,                       0.02                      ,100,1000000
112,175,? Facebook - Page Likes [ Max - 500 ] [ No Refill ] INSTANT ,                       2.20                      ,20,500
113,176,? Facebook - Fan Page Followers [ 500-700/day ] [ Start - 1-12hrs ] ,                       7.70                      ,100,2000
114,177,? Facebook - Post/Photo Likes [ HQ ] [ 10 Days Guarantee ] [ Max - 15k ] INSTANT ,                       9.90                      ,100,15000
115,178,? Facebook - Photo/Post Likes [ Max - 5k ] [ Superfast  No Refill ] 1MINS-12HRS ,                       3.70                      ,100,5000
116,179,? Facebook - Photo/Post Likes [ ASIA ( India Pakistan Bangladesh ) ] [ Max - 5k ] 1MINS-12HRS ,                       8.87                      ,50,5000
117,180,? Facebook - Post/Photo Likes [ Max - 500 ] [ No Refill ] INSTANT ,                       1.10                      ,20,500
118,181,? Facebook - Emoticons Post Likes S1 [ Love ] 1-12HRS ,                       8.41                      ,100,5000
119,182,? Facebook - Emoticons Post Likes S1 [ Haha ] 1-12HRS ,                       8.41                      ,100,5000
120,183,? Facebook - Emoticons Post Likes S1 [ Wow ] 1-12HRS ,                       8.41                      ,100,5000
121,184,? Facebook - Emoticons Post Likes S1 [ Sad ] 1-12HRS ,                       8.41                      ,100,5000
122,185,? Facebook - Emoticons Post Likes S2 [ Angry ] Instant ,                       8.41                      ,100,5000
123,187,? Facebook - Video Views S3 [ Real ] [ 300k-800k/day ] INSTANT ,                       0.23                      ,100,2147483647
124,188,? Facebook - Video Views S1 [ Real ] [ 1M-5M/DAY ] [ Start 1-24hrs ] ,                       1.35                      ,1000,10000000
125,189,? Facebook - Video Views S2 [ Real ] [ 2k-5k/DAY ] INSTANT ,                       0.37                      ,1000,100000
126,190,? Facebook Live Stream Views [ Watch time 30 minute ] INSTANT ,                       32.40                      ,100,1000
127,191,? Facebook Live Stream Views [ Watch time 60 minute ] INSTANT ,                       63                      ,100,1000
128,240,Linkedin Followers [500K] [R60] [24H - 300/Day],                       18                      ,100,500000
129,241,LinkedIn Connections [500],                       130                      ,200,500
130,242,LinkedIn Likes [500],                       130                      ,200,500
131,243,LinkedIn Endorsements [5K],                       130                      ,200,5000
132,244,LinkedIn Followers [10K],                       40                      ,100,10000
133,245,LinkedIn Employees [50],                       13000                      ,1,50
134,246,LinkedIn Comments (Start time 24 Hours) (Min = 5) (Max = 50),                       600                      ,5,50
135,247,LinkedIn Recommendation [50],                       5000                      ,2,50
136,256,LinkedIn Employees [R∞] [300] [USA] ⚡️⭐,                       250                      ,10,300
137,257,LinkedIn Shares [R∞] [300] [USA] ⚡️⭐,                       48                      ,50,300
138,258,LinkedIn Group Member Joins [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
139,248,LinkedIn Company Page Followers [R∞] [300] [USA] ⚡️⭐,                       10.40                      ,25,300
140,249,LinkedIn Profile Followers [R∞] [300] [USA] ⚡️⭐,                       11.70                      ,25,300
141,250,LinkedIn Post Likes [R∞] [300] [USA] ⚡️⭐,                       50                      ,25,300
142,251,LinkedIn Celebrate [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
143,252,LinkedIn Love [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
144,253,LinkedIn Insightful [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
145,254,LinkedIn Curious [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
146,255,LinkedIn Recommendations [R∞] [300] [USA] ⚡️⭐,                       200                      ,5,300
147,259,Telegram Channel Members [50K] [1H - 25K/Day],                       2.70                      ,100,50000
148,260,Telegram Group Members [10K] [12H - 10K/Day],                       7.20                      ,100,10000
149,261,Telegram Group Members [50K] [12H - 5K/Day],                       9.60                      ,100,50000
150,262,Telegram Post Views [35K] [Last 1] [1H - 20K/Day],                       1.30                      ,100,35000
151,263,Telegram Post Views [35K] [Last 5] [1H - 35K/Day],                       1.60                      ,100,35000
152,264,Telegram Post Views [35K] [Last 10] [1H - 35K/Day],                       2.90                      ,100,35000
153,265,Telegram Post Views [35K] [Last 20] [1H - 35K/Day],                       4.60                      ,100,35000
154,266,Website Traffic [250K] [WW - Direct Visits] [12H - 50K/Day],                       0.36                      ,500,1000000
155,267,Website Traffic [1M] ⭐,                       0.26                      ,1000,1000000
156,268,Website Traffic from Yandex.ru [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
157,269,Website Traffic [10M] ⚡️?⭐,                       0.96                      ,100,1000000
158,270,Website Traffic from Wikipedia [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
159,271,Website Traffic From Facebook [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
160,272,Website Traffic from LinkedIn [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
161,273,Website Traffic From Twitter [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
162,274,Website Traffic from StumbleUpon [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
163,275,Website Traffic From Instagram [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
164,276,Website Traffic from Amazon [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
165,277,Website Traffic From Youtube [10] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
166,278,Website Traffic From Google [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
167,279,Website Traffic from Twitch.TV [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
168,280,Website Traffic From Reddit [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
169,281,Website Traffic from Bing [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
170,282,Website Traffic From Tumblr [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
171,283,Website Traffic from Ebay [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
172,284,Website Traffic from OK.ru [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
173,285,Website Traffic From Quora [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
174,286,Website Traffic From Pinterest [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
175,287,Website Traffic from IMGur [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
176,288,Website Traffic From Sina Weibo [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
177,289,Website Traffic from BuySellAds.com [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
178,290,Website Traffic From Blogger.com [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
179,291,Website Traffic from Craigslist [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
180,292,Website Traffic From VK.com [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
181,293,Website Traffic From Linkedin [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
182,294,Website Traffic From Yahoo [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
183,295,Website Traffic From Amazon [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
184,296,Website Traffic From Wikipedia [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
185,297,Website Traffic From Live.com [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
186,298,Website Traffic From Yandex.ru [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
187,299,Website Traffic From Netflix [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
188,300,Website Traffic From Twitch.TV [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
189,301,Website Traffic From Bing [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
190,302,Website Traffic From Ebay [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
191,303,Website Traffic From OK.ru [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
192,304,Website Traffic From MSN [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
193,305,Website Traffic From IMGur [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
194,306,Website Traffic From BuySellAds.com [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
195,307,Website Traffic from Fiverr.com [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
196,308,Website Traffic from Yelp [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
197,309,Website Traffic [100K] [USA from Google] [1H - 2K/Day],                       0.84                      ,500,1000000
198,310,Website Traffic [50K] [GERMANY from Google] [12H - 10K/Day],                       0.84                      ,500,50000
199,311,Website Traffic [50K] [UK from Google] [1H - 2K/Day],                       0.84                      ,500,1000000
200,312,Website Traffic [20K] [FRANCE from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
201,313,Website Traffic [100K] [India From Google] [1H - 2K/Day],                       0.84                      ,500,1000000
202,314,Website Traffic [50K] [CANADA from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
203,315,Website Traffic [50K] [BRAZIL from Google] [1H - 2K/Day],                       0.84                      ,500,1000000
204,316,Website Traffic [50K] [INDONESIA from Google] [12H - 10K/Day],                       0.84                      ,500,50000
205,317,Website Traffic [50K] [RUSSIA from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
206,318,Website Traffic [20K] [UKRAINE from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
207,319,Website Traffic [50K] [MEXICO from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
208,320,Website Traffic [20K] [VIETNAM from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
209,321,Website Traffic [50K] [ITALY from Google] [12H - 10K/Day],                       0.84                      ,500,50000
210,322,Website Traffic [50K] [NETHERLANDS from Google] [12H - 10K/Day],                       0.84                      ,500,50000
211,323,Website Traffic [50K] [POLAND from Google] [12H - 10K/Day],                       0.84                      ,500,50000
212,324,Website Traffic [50K] [SPAIN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
213,325,Website Traffic [50K] [TURKEY from Google] [12H - 10K/Day],                       0.84                      ,500,50000
214,326,Website Traffic [50K] [CHINA from Google] [12H - 10K/Day],                       0.84                      ,500,100000
215,327,Website Traffic [50K] [SINGAPORE from Google] [12H - 10K/Day],                       0.84                      ,500,50000
216,328,Website Traffic [50K] [TAIWAN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
217,329,Website Traffic [50K] [THAILAND from Google] [12H - 10K/Day],                       0.84                      ,500,50000
218,330,Website Traffic [50K] [JAPAN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
219,331,Website Traffic [50K] [PAKISTAN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
220,332,Website Traffic [50K] [EGYPT from Google] [12H - 10K/Day],                       0.84                      ,500,50000
221,333,SoundCloud Fast Plays [10M] [S3]⚡️?⭐,                       0.10                      ,50000,10000000
222,334,SoundCloud Plays [10M] [S2]⚡️?⭐,                       0.30                      ,5000,10000000
223,335,SoundCloud Plays [1.5M] [S1] ⚡️?⭐,                       0.30                      ,100,1500000
224,336,SoundCloud USA Plays [1M] [S4] ⚡️?⭐,                       0.12                      ,10000,10000000
225,337,SoundCloud Plays [10M] [1H - 100K/Day],                       0.16                      ,20,10000000
226,338,SoundCloud Downloads [1.5M] ⚡️?⭐,                       0.20                      ,1000,10000000
227,339,SoundCloud Downloads [1.5M] ⚡️?⭐,                       0.30                      ,100,1500000
228,340,Soundcloud USA Likes [50K] [R30] ⚡️?⭐,                       2                      ,100,50000
229,341,SoundCloud Likes [1M] [1H - 10K/Day],                       2.60                      ,20,1000000
230,342,SoundCloud Likes [50K] [1H - 5K/Day],                       3                      ,50,50000
231,343,SoundCloud USA Followers [50K] [R30] ⚡️?⭐,                       2                      ,100,50000
232,344,SoundCloud Followers [50K] [R60] [1H - 5K/Day],                       3.20                      ,100,50000
233,345,SoundCloud Followers [1M] [1H - 10K/Day],                       2.80                      ,20,1000000
234,346,SoundCloud USA Reposts [50K] ⚡️?⭐,                       2                      ,100,50000
235,347,SoundCloud Reposts [10K] [1H - 5K/Day],                       6                      ,20,10000
236,348,SoundCloud Reposts [5K] ⚡️⭐,                       12                      ,20,5000
237,349,SoundCloud Reposts [10M] [1H - 10K/Day],                       22                      ,20,1000000
238,350,SoundCloud Track Random Comments [HQ] [10K] ⚡️,                       7.20                      ,20,10000
239,351,SoundCloud Comments [10M] [1H - 10K/Day],                       18                      ,20,1000000
240,352,Spotify Track Plays [WW] [10M] [R∞] ⭐,                       1.56                      ,1000,10000000
241,353,Spotify Track Plays [1M] [6H - 50K/Day],                       1.60                      ,50000,1000000
242,354,Spotify USA Plays [10M] [R∞] ⭐,                       1.60                      ,1000,10000000
243,355,Spotify USA Plays [100M] [6H - 10K/Day],                       1.80                      ,50000,2147483647
244,356,Spotify Album Plays [USA] [10M] [R∞] ⭐,                       1.70                      ,10000,10000000
245,357,Spotify Playlist Plays [USA] [10M] [R∞] ⭐,                       1.70                      ,20000,10000000
246,358,Spotify Playlist Plays [1M] [6H - 10K/Day],                       2.40                      ,1000,1000000
247,359,Spotify Plays [300K] [R60] ⭐,                       2.40                      ,5000,300000
248,360,Spotify Custom Playlist Plays [1M] [R60] ⭐,                       2.40                      ,5000,1000000
249,361,Spotify Followers [1M] [6H - 5K/Day],                       3                      ,1000,1000000
250,362,Spotify Followers [USA] [1M] [R∞] ⭐,                       3.50                      ,1000,1000000
251,363,Spotify USA Followers [PLAYLIST] [1M] [R∞] ⭐,                       3.50                      ,1000,1000000
252,364,Spotify Premium Plays [USA] [1M] [R∞] ⭐,                       3.60                      ,10000,1000000
253,365,Spotify Premium Playlist/Album Plays [USA] [10M] [R∞] ⭐,                       3.60                      ,10000,10000000
254,366,Spotify Saves [For Track/Album] [USA] [1M] [R∞] ⭐,                       14.30                      ,100,1000000
255,367,Spotify Premium Saves [1M] [USA] [R∞] ⭐,                       50                      ,500,1000000
256,368,Spotify Plays [USA][50K Min] [10M] [R∞] ⭐,                       1.56                      ,50000,10000000
257,369,Spotify Followers [1M] [6H - 10K/Day],                       5                      ,20,1000000
258,370,Spotify Followers [PLAYLIST] [1M] [6H - 100K/Day],                       5                      ,1000,1000000
259,372,Spotify Followers [PLAYLIST] [1M] [R60] ⚡️,                       7.20                      ,500,1000000
260,373,Spotify Plays [10M] [R∞] ⭐,                       1.50                      ,1000,10000000
261,374,Spotify USA Followers [100K] [6H - 5K/Day],                       3                      ,1000,100000
262,375,Spotify FRANCE Followers [100K] [6H - 5K/Day],                       6.40                      ,100,100000
263,376,Spotify FRANCE Followers [PLAYLIST] [100K] [6H - 5K/Day],                       6.40                      ,100,5000
264,377,Spotify USA Plays [1M] [1H - 100K/Day],                       2                      ,100,1000000
265,378,Spotify UK Plays [1M] [6H - 10K/Day],                       6.40                      ,100,1000000
266,379,Spotify German Plays [1M] [6H - 10K/Day],                       6.40                      ,20,1000000
267,380,Spotify CANADA Plays [1M] [6H - 10K/Day],                       6.40                      ,100,1000000
268,381,Spotify FRANCE Plays [1M] [6H - 10K/Day],                       6.40                      ,100,1000000
269,382,Spotify NETHERLANDS Plays [1M] [6H - 10K/Day],                       6.40                      ,100,1000000
270,383,Spotify USA Playlist Plays [1M] [6H - 10K/Day],                       2.60                      ,1000,1000000
271,384,Spotify UK Playlist Plays [1M] [6H - 10K/Day],                       6.40                      ,1000,1000000
272,385,Spotify German Playlist Plays [1M] [6H - 10K/Day],                       6.40                      ,1000,1000000
273,386,Spotify CANADA Playlist Plays [1M] [6H - 10K/Day],                       6.40                      ,1000,1000000
274,387,Spotify FRANCE Playlist Plays [1M] [6H - 10K/Day],                       6.40                      ,1000,1000000
