,ID,ServiceName,Price,Min,Max
55,208,Youtube Views [1M] [INDIA] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
56,209,Youtube Views [1M] [UK] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
57,210,Youtube Views [1M] [AUSTRALIA] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
58,211,Youtube Views [1M] CANADA] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,10000000
59,212,Youtube Views [1M] [BRAZIL] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
60,213,Youtube Views [1M] [EGYPT] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
61,214,Youtube Views [1M] [FRANCE] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
62,215,Youtube Views [1M] [GERMANY] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
63,216,Youtube Views [1M] [ITALY] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
64,217,Youtube Views [1M] [NETHERLANDS] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
65,218,Youtube Views [1M] [PORTUGAL] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
66,219,Youtube Views [1M] [RUSSIA] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
67,220,Youtube - Saudi Arabia Views [ 20k-50k/day ] [ NO REFILL ] INSTANT,                       2.90                      ,1000,1000000
68,221,Youtube Views [1M] [JAPAN] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
69,222,Youtube Views [1M] [TURKEY] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
70,223,Youtube Views [1M] [UKRAINE] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
71,224,Youtube Views [1M] [TAIWAN] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
72,225,Youtube Views [1M] [SOUTH KOREA] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,10000000
73,226,Youtube Views [1M] [SPAIN] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,10000000
74,227,Youtube Views [1M] [SWEDEN] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
75,228,Youtube Views [1M] [POLAND] [NO DROP] [INSTANT - 200K/Day] ??,                       3.10                      ,100,1000000
76,229,Youtube Views [1M] [MEXICO] [R∞] ⚡?⛔♻⭐,                       2.90                      ,1000,1000000
77,230,Youtube Views [1M] [GREECE] [R∞] ⚡?⛔♻⭐ ,                       2.90                      ,1000,1000000
78,231,Youtube Views [50K] [RUSSIA] [R∞] ⚡️?♻⭐,                       6                      ,500,500000
79,86,♛ Youtube - ADS Views [ Non Drop  Worldwide ] [ 100k-500k/day ] Start 0-48HRS,                       4.40                      ,50000,100000000
80,87,Youtube - ADS Views [ No Restrication For Time Limit Of Video ] [ Speed - 100K-500K/day ] Start 6-48hrs,                       6                      ,10000,100000000
81,88,♛ Youtube - TURKEY ADS Views [ Non Drop ] [ 100k-500k/day ] Start 12-48HRS,                       6                      ,25000,100000000
82,89,Youtube - INDIAN ADS Views [ Non Drop ] ] [ Speed - 100k-300k/day ] Start 12-48HRS,                       6                      ,25000,100000000
83,90,Youtube - FRENCH ADS Views [ Non Drop ] ] [ Speed - 100k-300k/day ] Start 12-48HRS,                       6                      ,25000,100000000
84,91,Youtube - LATIN ADS Views [ Non Drop ] [ Speed - 50k-300k ] Start 12-48HRS,                       6                      ,25000,1000000000
85,92,Youtube - RUSSIA ADS Views [ Non Drop ] ] [ Speed - 50k-300k ] Start 12-48HRS,                       6                      ,25000,100000000
86,93,Youtube - UK ADS Views [ Non Drop ] ] [ Speed - 100k-300k ] Start 12-48HRS,                       6                      ,25000,100000000
87,94,Youtube - USA ADS Views [ Non Drop ] ] [ Speed - 100k-300k ] Start 12-48HRS,                       6                      ,25000,1000000000
88,95,Youtube - ARAB ADS Views [ Non Drop ] ] [ Speed - 100k-500k ] Start 12-48HRS,                       6                      ,25000,100000000
89,96,YouTube Pre-Premiere Waiting Views S2 [ Instant ],                       2.40                      ,5000,5000
90,97,Youtube Live Stream Views [ MONETIZABLE ] [ REAL ] INSTANT,                       3.50                      ,5000,5000
91,98,Youtube USA Live Stream Chat Comments [ INSTANT ],                       129.60                      ,10,1500
92,99,♛ Youtube - Custom Comments [ INDIAN ] [ Max - 10k ] [ 2k/day ] Start 12-24HRS,                       160                      ,20,10000
93,100,Youtube - Comments [RANDOM] [300] [USA] [SUPERQUALITY] INSTANT-1hrs,                       70                      ,10,300
94,101,Youtube - Comments [CUSTOM] [300] [USA] [SUPERQUALITY] INSTANT-1hrs,                       96                      ,10,300
95,102,Youtube - Comments [RANDOM] [100] [FEMALE] [USA] INSTANT-1hrs,                       60                      ,10,100
96,103,Youtube - Comments [CUSTOM] [100] [FEMALE] [USA] NSTANT-1hrs,                       90                      ,10,100
97,104,Youtube - Comments [RANDOM] [100] [INDIAN] [SUPERQUALITY] INSTANT-4hrs,                       70                      ,10,100
98,105,Youtube - Comments [CUSTOM] [100] [INDIAN] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
99,106,Youtube - Comments [RANDOM] [100] [BRAZIL] [SUPERQUALITY] INSTANT-4hrs,                       60                      ,10,100
100,107,Youtube - Comments [CUSTOM] [100] [BRAZIL] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
101,108,Youtube - Comments [RANDOM] [100] [JAPAN] [SUPERQUALITY] INSTANT-4hrs,                       60                      ,10,100
102,109,Youtube - Comments [CUSTOM] [100] [JAPAN] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
103,110,Youtube - Comments [CUSTOM] [100] [RUSSIA] [SUPERQUALITY] INSTANT-4hrs,                       90                      ,10,100
104,111,Youtube - Comments [RANDOM] [100] [RUSSIA] [SUPERQUALITY] INSTANT-4hrs,                       60                      ,10,100
105,112,Youtube - Comments [CUSTOM] [USA] [5K] INSTANT,                       86                      ,10,1000
106,113,Youtube - Comment Replay [300] [CUSTOM] [USA] INSTANT-4HRS,                       96                      ,10,300
107,114,Youtube - Comment Replay [ Max - 1.5k ] [ HQ ] INSTANT,                       86.40                      ,10,1500
108,115,Youtube - Share S3 [ Superfast ] INSTANT,                       2                      ,50,100000
109,116,Youtube - Share S1 [ Instant ],                       8                      ,50,22000
110,117,Youtube - Share S2 [ Instant ],                       4                      ,50,1000000
111,118,Youtube - Superfast Share [ 20k-30k/day ],                       30                      ,100,150000
112,119,Youtube - Shares (VK referrer),                       2                      ,50,500000
113,120,Youtube - Shares (FB referrer),                       2                      ,50,100000
114,121,Youtube - Shares (TW referrer),                       2                      ,50,100000
115,122,Youtube - Shares (OK referrer),                       2                      ,50,100000
116,123,Youtube - Shares (REDITT referrer),                       2                      ,50,100000
117,124,Youtube - Shares (Whatsapp referrer),                       2                      ,50,100000
118,125,Youtube - Shares (Tumblr referrer),                       2                      ,50,100000
119,126,Youtube - Shares (Google+ referrer),                       2                      ,50,100000
120,127,Youtube - Subscribers ( S5 ) [ Max - 80k [ 30 Days Refill ] INSTANT,                       35.20                      ,5,1500
121,128,Youtube - Subscribers ( S1 ) [ 30 Days Refill  500/day ] [ Start 1-12 hrs ],                       50                      ,100,500000
122,129,Youtube - Subscribers - USA [ Instant ],                       35.20                      ,5,1500
123,130,Youtube - Likes [ S8 ] [ Ultrafast ] [ NO REFILL ] [ Read Description ] [ Max 400k ] SUPER INSTANT,                       8.40                      ,10,400000
124,131,♛ Youtube - Likes [ LESS DROP ] [ 1k-2k/DAY ] [ Start 1-12hrs ],                       40                      ,50,100000
125,132,Youtube - Dislikes [ S8 ] [ Ultrafast ] [ NO REFILL ] [ Read Description ] [ Max 400k ] SUPER INSTANT,                       16                      ,10,400000
126,133,Youtube - Likes [ USA ] [ 50-200/day ] [ Max 1.5k ] INSTANT,                       20.60                      ,5,1500
127,134,Youtube - Dislikes ( S3 ) ( Superfast ) [ 100k/day ] INSTANT,                       30                      ,100,150000
128,135,Youtube - Favorites [ Instant ],                       14                      ,100,50000
129,136,Youtube - Superfast Favorites [ 20k-30k/day ],                       30                      ,100,150000
130,137,Youtube - Comment Likes [ UPVOTES ] INSTANT,                       11                      ,10,100000
131,138,Youtube - USA Comment Likes [ UPVOTES ] INSTANT,                       20.60                      ,5,1500
132,139,Youtube - Comment Likes [ DOWNVOTES ] INSTANT,                       11                      ,10,100000
133,175,? Facebook - Page Likes [ Max - 500 ] [ No Refill ] INSTANT ,                       2.20                      ,20,500
134,176,? Facebook - Fan Page Followers [ 500-700/day ] [ Start - 1-12hrs ] ,                       7.70                      ,100,2000
135,177,? Facebook - Post/Photo Likes [ HQ ] [ 10 Days Guarantee ] [ Max - 15k ] INSTANT ,                       9.90                      ,100,15000
136,178,? Facebook - Photo/Post Likes [ Max - 5k ] [ Superfast  No Refill ] 1MINS-12HRS ,                       3.70                      ,100,5000
137,179,? Facebook - Photo/Post Likes [ ASIA ( India Pakistan Bangladesh ) ] [ Max - 5k ] 1MINS-12HRS ,                       8.87                      ,50,5000
138,180,? Facebook - Post/Photo Likes [ Max - 500 ] [ No Refill ] INSTANT ,                       1.10                      ,20,500
139,181,? Facebook - Emoticons Post Likes S1 [ Love ] 1-12HRS ,                       8.41                      ,100,5000
140,182,? Facebook - Emoticons Post Likes S1 [ Haha ] 1-12HRS ,                       8.41                      ,100,5000
141,183,? Facebook - Emoticons Post Likes S1 [ Wow ] 1-12HRS ,                       8.41                      ,100,5000
142,184,? Facebook - Emoticons Post Likes S1 [ Sad ] 1-12HRS ,                       8.41                      ,100,5000
143,185,? Facebook - Emoticons Post Likes S2 [ Angry ] Instant ,                       8.41                      ,100,5000
144,187,? Facebook - Video Views S3 [ Real ] [ 300k-800k/day ] INSTANT ,                       0.23                      ,100,2147483647
145,188,? Facebook - Video Views S1 [ Real ] [ 1M-5M/DAY ] [ Start 1-24hrs ] ,                       1.35                      ,1000,10000000
146,189,? Facebook - Video Views S2 [ Real ] [ 2k-5k/DAY ] INSTANT ,                       0.37                      ,1000,100000
147,190,? Facebook Live Stream Views [ Watch time 30 minute ] INSTANT ,                       32.40                      ,100,1000
148,191,? Facebook Live Stream Views [ Watch time 60 minute ] INSTANT ,                       63                      ,100,1000
149,240,Linkedin Followers [500K] [R60] [24H - 300/Day],                       18                      ,100,500000
150,241,LinkedIn Connections [500],                       130                      ,200,500
151,242,LinkedIn Likes [500],                       130                      ,200,500
152,243,LinkedIn Endorsements [5K],                       130                      ,200,5000
153,244,LinkedIn Followers [10K],                       40                      ,100,10000
154,245,LinkedIn Employees [50],                       13000                      ,1,50
155,246,LinkedIn Comments (Start time 24 Hours) (Min = 5) (Max = 50),                       600                      ,5,50
156,247,LinkedIn Recommendation [50],                       5000                      ,2,50
157,256,LinkedIn Employees [R∞] [300] [USA] ⚡️⭐,                       250                      ,10,300
158,257,LinkedIn Shares [R∞] [300] [USA] ⚡️⭐,                       48                      ,50,300
159,258,LinkedIn Group Member Joins [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
160,248,LinkedIn Company Page Followers [R∞] [300] [USA] ⚡️⭐,                       10.40                      ,25,300
161,249,LinkedIn Profile Followers [R∞] [300] [USA] ⚡️⭐,                       11.70                      ,25,300
162,250,LinkedIn Post Likes [R∞] [300] [USA] ⚡️⭐,                       50                      ,25,300
163,251,LinkedIn Celebrate [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
164,252,LinkedIn Love [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
165,253,LinkedIn Insightful [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
166,254,LinkedIn Curious [R∞] [300] [USA] ⚡️⭐,                       48                      ,25,300
167,255,LinkedIn Recommendations [R∞] [300] [USA] ⚡️⭐,                       200                      ,5,300
168,259,Telegram Channel Members [50K] [1H - 25K/Day],                       2.70                      ,100,50000
169,260,Telegram Group Members [10K] [12H - 10K/Day],                       7.20                      ,100,10000
170,261,Telegram Group Members [50K] [12H - 5K/Day],                       9.60                      ,100,50000
171,262,Telegram Post Views [35K] [Last 1] [1H - 20K/Day],                       1.30                      ,100,35000
172,263,Telegram Post Views [35K] [Last 5] [1H - 35K/Day],                       1.60                      ,100,35000
173,264,Telegram Post Views [35K] [Last 10] [1H - 35K/Day],                       2.90                      ,100,35000
174,265,Telegram Post Views [35K] [Last 20] [1H - 35K/Day],                       4.60                      ,100,35000
175,266,Website Traffic [250K] [WW - Direct Visits] [12H - 50K/Day],                       0.36                      ,500,1000000
176,267,Website Traffic [1M] ⭐,                       0.26                      ,1000,1000000
177,268,Website Traffic from Yandex.ru [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
178,269,Website Traffic [10M] ⚡️?⭐,                       0.96                      ,100,1000000
179,270,Website Traffic from Wikipedia [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
180,271,Website Traffic From Facebook [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
181,272,Website Traffic from LinkedIn [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
182,273,Website Traffic From Twitter [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
183,274,Website Traffic from StumbleUpon [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
184,275,Website Traffic From Instagram [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
185,276,Website Traffic from Amazon [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
186,277,Website Traffic From Youtube [10] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
187,278,Website Traffic From Google [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
188,279,Website Traffic from Twitch.TV [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
189,280,Website Traffic From Reddit [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
190,281,Website Traffic from Bing [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
191,282,Website Traffic From Tumblr [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
192,283,Website Traffic from Ebay [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
193,284,Website Traffic from OK.ru [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
194,285,Website Traffic From Quora [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
195,286,Website Traffic From Pinterest [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
196,287,Website Traffic from IMGur [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
197,288,Website Traffic From Sina Weibo [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
198,289,Website Traffic from BuySellAds.com [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
199,290,Website Traffic From Blogger.com [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
200,291,Website Traffic from Craigslist [250K] [WW] [12H - 50K/Day],                       0.44                      ,500,250000
201,292,Website Traffic From VK.com [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
202,293,Website Traffic From Linkedin [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
203,294,Website Traffic From Yahoo [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
204,295,Website Traffic From Amazon [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
205,296,Website Traffic From Wikipedia [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
206,297,Website Traffic From Live.com [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
207,298,Website Traffic From Yandex.ru [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
208,299,Website Traffic From Netflix [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
209,300,Website Traffic From Twitch.TV [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
210,301,Website Traffic From Bing [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
211,302,Website Traffic From Ebay [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
212,303,Website Traffic From OK.ru [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
213,304,Website Traffic From MSN [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
214,305,Website Traffic From IMGur [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
215,306,Website Traffic From BuySellAds.com [10M] [WW] ⚡️?,                       1.20                      ,100,1000000
216,307,Website Traffic from Fiverr.com [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
217,308,Website Traffic from Yelp [1M] [WW] [12H - 50K/Day],                       0.44                      ,500,1000000
218,309,Website Traffic [100K] [USA from Google] [1H - 2K/Day],                       0.84                      ,500,1000000
219,310,Website Traffic [50K] [GERMANY from Google] [12H - 10K/Day],                       0.84                      ,500,50000
220,311,Website Traffic [50K] [UK from Google] [1H - 2K/Day],                       0.84                      ,500,1000000
221,312,Website Traffic [20K] [FRANCE from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
222,313,Website Traffic [100K] [India From Google] [1H - 2K/Day],                       0.84                      ,500,1000000
223,314,Website Traffic [50K] [CANADA from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
224,315,Website Traffic [50K] [BRAZIL from Google] [1H - 2K/Day],                       0.84                      ,500,1000000
225,316,Website Traffic [50K] [INDONESIA from Google] [12H - 10K/Day],                       0.84                      ,500,50000
226,317,Website Traffic [50K] [RUSSIA from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
227,318,Website Traffic [20K] [UKRAINE from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
228,319,Website Traffic [50K] [MEXICO from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
229,320,Website Traffic [20K] [VIETNAM from Google] [12H - 10K/Day],                       0.84                      ,500,1000000
230,321,Website Traffic [50K] [ITALY from Google] [12H - 10K/Day],                       0.84                      ,500,50000
231,322,Website Traffic [50K] [NETHERLANDS from Google] [12H - 10K/Day],                       0.84                      ,500,50000
232,323,Website Traffic [50K] [POLAND from Google] [12H - 10K/Day],                       0.84                      ,500,50000
233,324,Website Traffic [50K] [SPAIN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
234,325,Website Traffic [50K] [TURKEY from Google] [12H - 10K/Day],                       0.84                      ,500,50000
235,326,Website Traffic [50K] [CHINA from Google] [12H - 10K/Day],                       0.84                      ,500,100000
236,327,Website Traffic [50K] [SINGAPORE from Google] [12H - 10K/Day],                       0.84                      ,500,50000
237,328,Website Traffic [50K] [TAIWAN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
238,329,Website Traffic [50K] [THAILAND from Google] [12H - 10K/Day],                       0.84                      ,500,50000
239,330,Website Traffic [50K] [JAPAN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
240,331,Website Traffic [50K] [PAKISTAN from Google] [12H - 10K/Day],                       0.84                      ,500,50000
241,332,Website Traffic [50K] [EGYPT from Google] [12H - 10K/Day],                       0.84                      ,500,50000
242,333,SoundCloud Fast Plays [10M] [S3]⚡️?⭐,                       0.10                      ,50000,10000000
243,334,SoundCloud Plays [10M] [S2]⚡️?⭐,                       0.30                      ,5000,10000000
244,335,SoundCloud Plays [1.5M] [S1] ⚡️?⭐,                       0.30                      ,100,1500000
245,336,SoundCloud USA Plays [1M] [S4] ⚡️?⭐,                       0.12                      ,10000,10000000
246,337,SoundCloud Plays [10M] [1H - 100K/Day],                       0.16                      ,20,10000000
247,338,SoundCloud Downloads [1.5M] ⚡️?⭐,                       0.20                      ,1000,10000000
248,339,SoundCloud Downloads [1.5M] ⚡️?⭐,                       0.30                      ,100,1500000
249,340,Soundcloud USA Likes [50K] [R30] ⚡️?⭐,                       2                      ,100,50000
250,341,SoundCloud Likes [1M] [1H - 10K/Day],                       2.60                      ,20,1000000
251,342,SoundCloud Likes [50K] [1H - 5K/Day],                       3                      ,50,50000
252,343,SoundCloud USA Followers [50K] [R30] ⚡️?⭐,                       2                      ,100,50000
253,344,SoundCloud Followers [50K] [R60] [1H - 5K/Day],                       3.20                      ,100,50000
254,345,SoundCloud Followers [1M] [1H - 10K/Day],                       2.80                      ,20,1000000
255,346,SoundCloud USA Reposts [50K] ⚡️?⭐,                       2                      ,100,50000
256,347,SoundCloud Reposts [10K] [1H - 5K/Day],                       6                      ,20,10000
257,348,SoundCloud Reposts [5K] ⚡️⭐,                       12                      ,20,5000
258,349,SoundCloud Reposts [10M] [1H - 10K/Day],                       22                      ,20,1000000
259,350,SoundCloud Track Random Comments [HQ] [10K] ⚡️,                       7.20                      ,20,10000
260,351,SoundCloud Comments [10M] [1H - 10K/Day],                       18                      ,20,1000000
261,352,Spotify Track Plays [WW] [10M] [R∞] ⭐,                       1.56                      ,1000,10000000
262,353,Spotify Track Plays [1M] [6H - 50K/Day],                       1.60                      ,50000,1000000
263,354,Spotify USA Plays [10M] [R∞] ⭐,                       1.60                      ,1000,10000000
264,355,Spotify USA Plays [100M] [6H - 10K/Day],                       1.80                      ,50000,2147483647
265,356,Spotify Album Plays [USA] [10M] [R∞] ⭐,                       1.70                      ,10000,10000000
266,357,Spotify Playlist Plays [USA] [10M] [R∞] ⭐,                       1.70                      ,20000,10000000
267,358,Spotify Playlist Plays [1M] [6H - 10K/Day],                       2.40                      ,1000,1000000
268,359,Spotify Plays [300K] [R60] ⭐,                       2.40                      ,5000,300000
