ID,Site,Product,Price/1000,Min,Max,Active,Real,Bot,No Drip,Drip,Non-drip,No Drop,Drop,Non-drop,Random,Custom,No Refill,Refill,Non-refill,Female,Male,Power,HQ,LQ,No Guarantee,Guarantee,Refund,No refund,Non-refund,Slow,Fast,Instant,Day,Hour,Bundle,Geo,From,Service
3369,Instagram,,183.8718,1000,1000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Unspecified,Unspecified,Instagram blue tick badge 14000 rs☑️💎
3370,,,131.337,1000,1000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Unspecified,Unspecified,Tik tok popular creater tick ✅☑️
3371,Facebook,,118.2033,1000,1000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Unspecified,Unspecified,Facebook blue tick badge💥💎☑️ 9000 rs 
3641,Instagram,follower,3.6,100,10000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,India,Unspecified,ID41 - Instagram Followers [🇮🇳 REAL 80% INDIAN MIX] [Reorder Max 10K] ⚡️⚡️⚡️⭐💧🆕🔥🔥
3642,Instagram,follower,8.25,100,5000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,India,Unspecified,ID3457 - Instagram Followers [🇮🇳 INDIAN 100% REAL - INSTANT - AR30] ⚡️⚡️⚡️⚡️⭐🔥💧👍🏻🆕
3643,Instagram,like,1.05,10,10000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,India,Unspecified,ID2811 - Instagram 🇮🇳 Indian Likes [Indian Avtar - Instant - Max 10K] ⚡️⚡️⚡️⭐🔥💧
3644,Instagram,like,3.6,20,45000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,India,Unspecified,ID1102 - Instagram 🇮🇳 Indian / Persian Likes [🔥Best 100% Real - SUPER HIGH-END] ⚡️⚡️⚡️⭐🔥💧
3645,Instagram,view,0.045,100,300000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,India,Unspecified,ID1289 - Instagram Views + Impressions [REAL - INDIAN] [300K] [FAST] [💎BEST SERVICE] ⚡️⚡️⚡️⭐🔥💧
3646,YouTube,share,3.0,50,200000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,India,Unspecified,ID3627 - Youtube Shares [🇮🇳India] [Mix Social Media Shares] ⚡️⭐🔥💧
3647,YouTube,ads view,2.85,10000,1000000,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,India,Unspecified,ID274 - Youtube Ads Views [INDIAN] [1M] [SPEED - 100K-500K] [0-48H] [R∞] ⚡️⚡️⚡️⚡️⭐🔥💧
3648,YouTube,view,2.85,1000,10000000,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,India,Unspecified,ID2707 - Youtube - India Views [ 400K+/D - AR∞] ⚡️⚡️⚡️⚡️⚡️⭐🔥💧
3323,Instagram,follower,5.2535,100,100000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,Unspecified,Unspecified,Instagram Followers - [ Speed: 100K ][ ][ SUPERFAST ][ Start: 0-1hr⚡
3324,Instagram,follower,4.1371,50,30000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,Unspecified,Unspecified,Instagram HQ Followers - [ Max - 30K ][ Speed: 5K/D ][ 30 Days AR + Refill Button✔️ ][ less drop] Start: 1-2hr 🔥🔥
