,ID,Service,Rateper1000,Minorder,Maxorder,Description
0,656,Instagram Likes [100% Real Accounts⚡⚡] - [Speed 3K / Hour],0.57,50,50000,Non Drop LikesSpeed: 1-3K / Hour
1,18,Instagram Likes (Instant) [5K / Hour] [30K] 🚀,0.29,20,30000,Drop 50%
2,630,Instagram Followers | LESS DROP | Max 5K 🔥🔥,1.90,100,5000,Always Very Less Drop!!No Refill / No RefundMin 100Max 5000Start: 0 - 10 Mins
3,692,Instagram Followers [Refill 30] [0 - 5 Hours] [2K / Day] (Max 20k),4.00,20,20000,
4,320,Instagram Followers [Guaranteed] [FASTEST] [Refill 30] [50K],6.50,50,50000,Start: InstantRefill: 30 DaysRefill Button Enabled.
5,476,Instagram Likes (SUPER FAST) (30K / Hour) ⚡️🔥🔥{0.8$},0.80,10,30000,Always InstantSpeed: 30K / Hour
6,661,Facebook Post Likes (Instanat Start) [Max 10K],3.10,50,10000,
7,669,Youtube Views [10K / Day Speed] - [Lifetime Guarantee] - Retention Changed,1.25,1000,1000000,Retention Random5 Sec to 5 Mins
8,274,Youtube Views [20 - 30K / Day] [Lifetime Guaranteed],1.40,1000,1000000,
9,529,YouTube Subscribers [5K / Day] [Refill button 30] [Max 30k],7.50,100,30000,Start Time: 0-12hrSpeed: 3-5K Per dayRefill: 30 DaysSUBSCRIBERS COUNT SHOULD BE PUBLIC
10,668,Tiktok - Views - [ SUPER INSTANT] - [ SPEED 1M / HOUR],0.007,100,1000000000,
11,658,Tiktok - Likes - [5K / Day Speed] [Max 10K],1.20,100,10000,No RefillSpeed : 5K / DayMin 100Max 10000
12,659,Tiktok - Views - Instant Start | 100K / Day | [Max 10M],0.006,500,1000000,
13,654,Instagram Likes [Real Likes] [5K / Day] [10K] {0.45$},0.45,100,10000,
14,376,Instagram Likes [MAX 30K] SUPER FAST⚡️⚡️⚡️⚡️⚡️,1.26,20,100000,Fastest Likes in Market
15,486,Instagram Likes [20K / Hour] [Max 30K] 🔥,1.60,20,30000,Instant StartVery FastMin 10 Max 10k
16,641,Netlfix Single Account [Ultra HD] [4 Screens],3.00,1,1,"Enter ""Netflix"" in Link. You will get the Account Information Via TICKETS with in 12 Hours.Replacement will be NOT be done if Password Changed.1) A one-month subscription after which the account is closed and another account must be requested2) Supports 4 screens3) Ultra HD Supports PlaystationXboxSmart TVSmart phoneBaptismsHow to Use: After receiving the subscription link enter itYou will find account information in itIn the event that the account is closed or any problem occurs the Refill button will activate with the same link every 24 hoursClick the Refill button the system will give you a new account after an hour (usually within 5 minutes)***Terms And Conditions for Replacement***Do not change the account passwordDo not change the account languageYou can change the subtitles after playing the movieYou can run the account on any device you ownYou can request Refill for every 24 hours via unique link given to you"
17,611,Instagram TV Views [Instant Start] [10M],0.025,200,100000000,
18,156,Instagram Video Views [MAX 10M],0.008,200,100000000,No Refill / No Refund even if not delivered
19,394,Facebook Video Views [CHEAP],0.09,200,1000000000,
20,502,Instagram Story Views [FAST] [LQ] [Username Only] [ All Story ] [ 10K ],0.053,100,30000,
21,98,Instagram All Story Views [WORKING] (Max 100K),0.13,100,100000,Username OnlyLow QualityStory Views with Low Quality Profiles.
22,391,Instagram Likes - Real Account Likes [POWER LIKES] - Instant Start (HQ) - [50K / DAY]⚡️⚡️⚡️,1.90,20,50000,Speed: 10K / DayProfiles with 5k - 200K Followers!Real AccountsIncrease the Chances of exploring.Min 20 Max 10000
23,460,Instagram Likes [100% Real Accounts⚡⚡] - [Speed 3K / Hour],0.60,50,50000,Real Account LikesSpeed 3K / HourCountries from Asia!Indians Mixed.
24,269,Instagram Likes [ SUPER FAST ] - [ MAX 30K ] 🔥,0.82,20,30000,
25,314,Instagram Likes [Real] [6K / Day] [Max 10K],1.00,100,10000,Start : 0 - 10 MinsSpeed : 1-2K / HourMin : 100Max : 10000
26,351,Instagram Likes [1k / Day] + Refill Button 15 Days,1.00,10,5000,Start time: 0-1hSpeed: up to 200-1000 per dayDrop rate is ~10%Good quality accountsRefill button enabled15 days refill
27,172,Instagarm Likes (Instant Start ) [Real Profile Likes] [20K],0.90,50,20000,Real LikesMixed Indians and Usa Profiles!Instant Start
28,534,Instagram Likes  [Instant Start] [10k / Hour] [50K] [DROPPING],0.30,20,10000,50% drop
29,203,Instagram Likes - [SUPER FAST] - [MAX 30K] BEST,1.30,20,30000,
